,word,score
11022,Toxicology,0.25
11023,Paragraph,0.25
11024,depreciating,-0.125
11025,Mentors,0.375
11026,elliptical,0.125
11027,cringed,-0.375
11028,consortiums,0.125
11029,endear,0.375
11030,jostle,-0.125
11031,Raisin,-0.125
11032,cumulatively,0.125
11033,gonorrhea,-0.625
11034,tizzy,-0.125
11035,merrily,0.25
11036,Slay,-0.625
11037,Defiant,-0.125
11038,fait_accompli,0.125
11039,rudely,0.25
11040,oppress,-0.25
11041,chipper,0.25
11042,Walleye,-0.125
11043,marvelously,0.375
11044,inconsiderate,-0.375
11045,quarrels,-0.125
11046,Tet,0.125
11047,Jarred,-0.125
11048,Favorable,0.75
11049,Excalibur,0.25
11050,burnished,0.125
11051,irresponsibly,0.5
11052,indefatigable,0.5
11053,appendicitis,-0.625
11054,lint,0.125
11055,homicidal,0.5
11056,Child_Abuse,0.25
11057,bores,-0.125
11058,moronic,0.125
11059,overpayment,0.125
11060,Niche,0.25
11061,pinkie,-0.125
11062,overplayed,0.25
11063,Vivid,0.625
11064,ransacking,-0.5
11065,drivel,0.25
11066,sweatshop,-0.375
11067,conditionally,-0.5
11068,unleaded_gasoline,-0.75
11069,consoling,0.5
11070,inventiveness,-0.125
11071,undeserving,-0.25
11072,Ecumenical,0.5
11073,Embracing,0.125
11074,Puzzle,0.375
11075,Victories,0.375
11076,tortures,-0.625
11077,woozy,-0.75
11078,Uncertain,0.125
11079,concert_halls,-0.125
11080,Naughty,-0.375
11081,unbecoming,-0.625
11082,Fable,-0.75
11083,contusion,-0.5
11084,eschews,0.125
11085,Forbidden_City,-0.125
11086,kitschy,0.125
11087,Blain,-0.875
11088,Twister,-0.25
11089,drifter,-0.625
11090,Optima,0.125
11091,headstrong,-0.5
11092,commendations,0.125
11093,Taylors,0.125
11094,tightlipped,0.125
11095,Shiner,-0.25
11096,Verve,0.5
11097,parchment,0.5
11098,Traces,0.125
11099,Severe_Acute_Respiratory_Syndrome,-0.125
11100,furs,-0.125
11101,Cheerleaders,0.125
11102,Capable,0.125
11103,thuggery,-0.375
11104,Warn,-0.5
11105,Cautious,0.375
11106,tomboy,0.25
11107,fallow,-0.5
11108,dispassionate,0.375
11109,fluently,0.25
11110,Crone,-0.5
11111,crudely,0.125
11112,chastity,0.5
11113,crowing,0.125
11114,jolting,-0.125
11115,baited,-0.125
11116,doings,0.25
11117,christening,0.375
11118,Turmoil,-0.625
11119,Irrespective,-0.375
11120,knockout_punch,-0.625
11121,Kindness,0.25
11122,injurious,-0.25
11123,thoughtfulness,0.125
11124,codeine,-0.25
11125,Appropriately,0.25
11126,Bottoms,-0.125
11127,incompatibility,-0.25
11128,Uncharted,-0.5
11129,splendidly,0.375
11130,unsound,-0.875
11131,denigrating,-0.125
11132,Stylish,0.375
11133,ravenous,-0.375
11134,bicker,-0.25
11135,subordination,0.125
11136,faithfulness,0.375
11137,yang,0.125
11138,Adonis,0.125
11139,Gent,-0.375
11140,estrangement,-0.5
11141,Coupons,0.125
11142,Sita,0.25
11143,Booked,0.125
11144,righting,-0.125
11145,Cracks,0.125
11146,Tragic,-0.625
11147,shrieks,0.125
11148,detritus,-0.375
11149,Freelance,-0.25
11150,unilateralism,-0.375
11151,Untitled,-0.75
11152,roller_coasters,0.125
11153,observable,0.5
11154,Brunt,-0.125
11155,Overlook,0.5
11156,greased,-0.125
11157,frightful,-0.625
11158,Masked,-0.5
11159,clumsily,0.25
11160,VOTE,0.125
11161,oodles,-0.25
11162,debunking,-0.75
11163,PIP,0.25
11164,defaming,0.375
11165,overconfidence,0.5
11166,Tested,0.375
11167,flummoxed,-0.125
11168,Realized,0.375
11169,uncollected,-0.625
11170,Mysteries,0.25
11171,disqualifying,-0.375
11172,Adjust,0.125
11173,blameless,0.25
11174,quiver,-0.25
11175,horny,0.625
11176,physical_therapists,-0.75
11177,pithy,-0.125
11178,Pivotal,0.5
11179,Rant,0.25
11180,Envy,0.625
11181,Hummers,-0.375
11182,uninhibited,-0.625
11183,fluffed,-0.75
11184,expediency,0.25
11185,FO,0.25
11186,Acupuncture,-0.125
11187,malignancy,-0.375
11188,ministering,-0.125
11189,MATT,-0.25
11190,barbecue_sauce,-0.5
11191,frisky,0.5
11192,lurching,-0.5
11193,ultrasonic,0.375
11194,gusty,-0.125
11195,Techno,0.25
11196,outpatients,-0.5
11197,Delilah,0.25
11198,Hail_Mary,0.25
11199,Preference,0.375
11200,playfulness,0.625
11201,charmer,0.625
11202,BAD,-0.875
11203,OPINION,-0.625
11204,portly,0.125
11205,King_Lear,-0.375
11206,Easing,0.375
11207,clowning,0.25
11208,insinuations,-0.5
11209,inequitable,-0.375
11210,Casualties,-0.75
11211,succor,0.125
11212,hotly,0.125
11213,Sporting_Goods,0.125
11214,Preventive,0.125
11215,uncharted,-0.5
11216,joyfully,0.25
11217,soluble,0.25
11218,ooze,-0.25
11219,Apology,-0.625
11220,Stingers,0.125
11221,Perfection,-0.5
11222,reprimands,-0.125
11223,exoneration,0.375
11224,Turtles,0.5
11225,Footloose,0.625
11226,nauseous,-0.5
11227,lithe,0.25
11228,Bonny,0.75
11229,QI,0.25
11230,outperforms,-0.125
11231,pamper,-0.125
11232,handfuls,-0.125
11233,marshmallow,-0.125
11234,Screaming,0.125
11235,sharpshooters,0.25
11236,murmur,-0.625
11237,ma'am,0.125
11238,prima_facie,0.375
11239,manipulates,-0.5
11240,insolvencies,-0.25
11241,tastefully,0.125
11242,Tolstoy,0.125
11243,Vulnerable,0.125
11244,Attractive,0.875
11245,contravene,-0.125
11246,disproved,-0.5
11247,Knows,0.625
11248,Superb,0.875
11249,Confronted,-0.5
11250,Tentative,-0.625
11251,Fain,0.125
11252,institutionalize,0.25
11253,Gorgeous,0.75
11254,sardonic,-0.5
11255,gibberish,-0.25
11256,choosy,-0.5
11257,replaceable,0.5
11258,bloodstained,-0.375
11259,sappy,-0.375
11260,lyricism,0.25
11261,politeness,0.75
11262,COOL,-0.125
11263,preteen,0.375
11264,Behold,-0.125
11265,Ngo,-0.5
11266,Shocker,-0.25
11267,wedding_gown,-0.125
11268,Tranquility,0.625
11269,spina_bifida,-0.625
11270,Bankhead,-0.125
11271,Vulnerability,0.125
11272,salvageable,0.125
11273,patter,-0.25
11274,turnoff,-0.375
11275,deferential,0.5
11276,Allure,0.25
11277,impostor,-0.125
11278,Complimentary,0.5
11279,showtime,0.125
11280,War_Crimes,-0.25
11281,Marquee,0.125
11282,Begum,0.25
11283,Saver,-0.25
11284,ecotourism,0.125
11285,ritzy,0.5
11286,unloved,-0.125
11287,Chemotherapy,-0.125
11288,Best_Friend,0.375
11289,dumber,-0.25
11290,twitching,-0.25
11291,webs,0.25
11292,mitts,0.5
11293,niggling,-0.25
11294,gravy_train,-0.25
11295,enacts,0.125
11296,petting,-0.25
11297,presidencies,0.25
11298,maniacal,-0.125
11299,bashes,0.5
11300,Epilepsy,-0.375
11301,ki,0.25
11302,disablement,-0.75
11303,friendliest,0.125
11304,ms,-0.125
11305,vilification,-0.625
11306,uninteresting,-0.25
11307,jaundice,-0.5
11308,Spellings,0.125
11309,sensitively,0.25
11310,spineless,-0.25
11311,Pall,-0.25
11312,dung,-0.125
11313,presentable,0.375
11314,urbane,0.5
11315,Kites,-0.125
11316,tempestuous,-0.125
11317,claps,-0.25
11318,malpractices,-0.5
11319,understate,0.375
11320,Murdered,-0.625
11321,Pardons,-0.125
11322,Mastering,0.75
11323,Slight,-0.125
11324,Threatening,-0.125
11325,sickest,-0.625
11326,cliched,-0.5
11327,Movements,-0.125
11328,Merino,0.375
11329,Brash,-0.5
11330,posits,0.125
11331,vacationed,0.125
11332,swooning,-0.25
11333,sensationally,0.25
11334,Peerless,0.5
11335,Golden_Rule,0.375
11336,Regionally,0.125
11337,altar_boy,0.125
11338,Methodists,0.125
11339,Vaccination,0.125
11340,quixotic,-0.375
11341,Decent,0.875
11342,argumentative,0.125
11343,neoliberal,0.125
11344,hackles,-0.25
11345,Wishes,0.5
11346,Standings,0.125
11347,fattest,0.125
11348,Confession,-0.125
11349,untoward,-0.625
11350,ignominious,-0.375
11351,hangovers,-0.75
11352,Mental_Illness,0.375
11353,Accessible,0.625
11354,behooves,0.125
11355,bulletproof_vests,0.625
11356,scot_free,0.375
11357,imitators,-0.25
11358,Morale,0.125
11359,thumbed,0.25
11360,opine,-0.625
11361,Hailed,0.375
11362,Momma,0.875
11363,Veto,-0.125
11364,Supervisory,0.125
11365,dutiful,0.375
11366,typifies,0.25
11367,raptors,-0.125
11368,Reasonable,0.5
11369,forcible,-0.5
11370,breathlessly,0.25
11371,blackness,-0.375
11372,Applause,0.375
11373,Personal_Care,-0.5
11374,priciest,0.5
11375,Invincible,-0.5
11376,newborn_babies,-0.125
11377,shitty,-0.75
11378,jabbing,0.25
11379,Icy,-0.875
11380,smoothest,0.25
11381,savagely,0.25
11382,ruefully,0.25
11383,Hooray,-0.125
11384,Curfew,0.125
11385,unfashionable,-0.75
11386,irrefutable,-0.875
11387,conceiving,0.125
11388,scrupulous,-0.125
11389,altercations,-0.375
11390,stragglers,-0.25
11391,Apologizes,-0.625
11392,aimless,0.375
11393,Uninsured,0.125
11394,undergrad,-0.125
11395,chastened,-0.75
11396,spurning,-0.25
11397,tinsel,0.125
11398,Nostalgia,-0.375
11399,unsanitary,0.375
11400,fantasize,-0.125
11401,pestering,-0.125
11402,individualistic,-0.375
11403,reinvigorating,0.25
11404,Everyman,-0.125
11405,dustup,-0.125
11406,vilify,-0.125
11407,crisply,0.375
11408,nastier,-0.875
11409,Honesty,0.125
11410,nastiest,-0.875
11411,TOO,-0.125
11412,Schemes,0.125
11413,nonresidential,-0.125
11414,foreclosing,0.25
11415,rarities,-0.375
11416,bellicose,0.5
11417,Quietly,-0.375
11418,repute,0.5
11419,Sharpie,0.125
11420,Headlining,0.125
11421,plagiarized,-0.375
11422,Cubist,0.125
11423,Secular,-0.75
11424,Ridiculous,-0.625
11425,Flush,0.375
11426,sulking,-0.25
11427,idly,0.125
11428,flatbed,-0.5
11429,Redskin,-0.25
11430,Innocence,0.25
11431,Afraid,-0.5
11432,frisked,0.125
11433,brigadier_general,0.125
11434,Asserting,0.125
11435,stilted,-0.25
11436,mysticism,-0.125
11437,GCA,-0.375
11438,preening,-0.125
11439,MOA,-0.125
11440,dearer,0.5
11441,partaking,0.25
11442,Preventive_Medicine,0.375
11443,Bumper,-0.25
11444,unreserved,-0.125
11445,invective,-0.5
11446,Lake_Huron,0.125
11447,deceptions,-0.625
11448,Hurts,-0.625
11449,Edwardian,-0.125
11450,tidal_waves,-0.5
11451,dodges,-0.5
11452,Seldom,-0.125
11453,Alumina,-0.125
11454,scrumptious,0.5
11455,approximation,-0.25
11456,Sham,-0.375
11457,Deception,-0.625
11458,retrained,0.5
11459,Truthfully,0.125
11460,marksmanship,0.5
11461,impairing,-0.125
11462,Ambitious,0.375
11463,moveable,0.125
11464,scrawny,0.25
11465,Verity,0.25
11466,disinfecting,0.25
11467,gobs,-0.25
11468,nuisances,0.125
11469,clenched,0.125
11470,deformation,-0.25
11471,evicting,-0.5
11472,madcap,-0.5
11473,Efficacy,0.125
11474,disembarked,0.125
11475,novelties,-0.125
11476,mitt,0.5
11477,cajoled,0.25
11478,Folly,0.25
11479,beading,-0.125
11480,mental_anguish,-0.5
11481,brinkmanship,-0.25
11482,Allegiant,0.125
11483,tamer,-0.25
11484,Nomads,-0.25
11485,Reflection,0.125
11486,Properly,0.25
11487,Bogus,-0.75
11488,forsaken,-0.375
11489,Magician,0.125
11490,Valid,0.125
11491,incapacity,0.375
11492,Anticipation,-0.125
11493,Scared,0.375
11494,squeal,0.5
11495,rapture,0.125
11496,tremble,-0.375
11497,Vast,-0.125
11498,waffling,-0.125
11499,Tasty,0.375
11500,Emergent,-0.125
11501,Surprises,0.125
11502,predisposition,0.125
11503,Peacocks,0.25
11504,Robber,-0.5
11505,frowns,-0.625
11506,uncommonly,0.125
11507,Elegance,0.875
11508,uncoordinated,0.25
11509,blooper,-0.375
11510,strenuously,0.625
11511,velvety,-0.125
11512,messianic,0.125
11513,wimpy,-0.625
11514,magnanimous,0.625
11515,Upper_Deck,0.25
11516,llamas,-0.125
11517,honk,0.125
11518,fearlessness,-0.625
11519,booby_traps,0.25
11520,cathedrals,0.25
11521,Accessibility,0.375
11522,demoralize,-0.625
11523,intangible_asset,-0.625
11524,Burnt,-0.125
11525,drizzled,-0.25
11526,Axiom,0.25
11527,germane,0.5
11528,DDC,-0.125
11529,sensitized,0.125
11530,peppy,0.375
11531,untroubled,-0.625
11532,untidy,-0.5
11533,weirder,-0.75
11534,rancorous,0.125
11535,Seasoned,-0.25
11536,stir_fry,0.125
11537,Oblivion,0.125
11538,lusty,0.5
11539,gumption,0.25
11540,probity,0.75
11541,distrustful,0.375
11542,Deeper,0.125
11543,nos,-0.25
11544,truant,-0.125
11545,disobey,-0.375
11546,temerity,0.25
11547,chums,0.125
11548,achiever,0.25
11549,neutrals,-0.125
11550,Vegetarian,-0.375
11551,Escort,-0.125
11552,expropriated,-0.375
11553,pastimes,0.125
11554,sexed,0.375
11555,Pinky,-0.125
11556,gentlemanly,0.75
11557,Gamer,-0.5
11558,Nicely,0.25
11559,heartstrings,0.125
11560,strep_throat,0.125
11561,deacons,-0.125
11562,succumbs,0.5
11563,Zoloft,-0.125
11564,straighter,-0.375
11565,ranted,0.125
11566,studious,0.125
11567,Visually,0.25
11568,comforter,-0.625
11569,wrangled,-0.25
11570,Pleased,0.625
11571,aimlessly,0.25
11572,antithetical,0.375
11573,revelatory,0.375
11574,uncool,-0.875
11575,atonement,-0.75
11576,crazies,-0.375
11577,manifestly,0.5
11578,unshakable,0.25
11579,Whisper,-0.5
11580,SAGE,0.125
11581,knockoff,-0.5
11582,mismanaging,-0.625
11583,incinerators,-0.125
11584,rosier,0.625
11585,embellish,0.125
11586,HERO,0.375
11587,Assume,-0.375
11588,crisper,0.25
11589,Funky,-0.75
11590,operable,0.5
11591,chastising,-0.75
11592,feigned,-0.25
11593,MASH,-0.125
11594,Harassment,-0.5
11595,Forgiveness,0.25
11596,bitches,-0.75
11597,paralleled,-0.125
11598,idealist,0.125
11599,Sympathy,0.125
11600,enlivened,0.125
11601,Contributed,0.25
11602,Backes,0.375
11603,fistfight,-0.25
11604,tedium,-0.375
11605,usurping,-0.5
11606,Glorious,-0.375
11607,pursing,0.125
11608,discoloration,-0.75
11609,Relentless,-0.75
11610,ponderous,-0.125
11611,Instantly,-0.375
11612,Nomad,-0.25
11613,disastrously,0.25
11614,disagreeable,-0.75
11615,sturdier,0.25
11616,mended,-0.125
11617,Centuries,0.125
11618,haughty,0.375
11619,pedestrian_crossing,0.25
11620,agitations,-0.375
11621,rhetorically,0.125
11622,Outraged,-0.25
11623,evil_spirits,-0.125
11624,Jenas,-0.375
11625,scribbling,-0.375
11626,Taming,0.375
11627,amorous,0.75
11628,Claimant,0.375
11629,acclimate,-0.375
11630,salami,0.375
11631,Optimistic,0.25
11632,spiffy,0.25
11633,unsatisfying,-0.75
11634,Contribute,0.25
11635,Informal,-0.25
11636,wowing,0.375
11637,Antibiotics,0.125
11638,Bored,0.125
11639,scofflaws,-0.25
11640,verdant,-0.375
11641,merriment,0.625
11642,hitchhiking,0.25
11643,naivety,-0.125
11644,mayo,-0.125
11645,Vibrant,0.625
11646,shaggy,0.125
11647,gastroenteritis,-0.625
11648,Shivers,-0.375
11649,vacuums,-0.375
11650,compensations,-0.25
11651,Spas,0.5
11652,rigidly,0.125
11653,mink,-0.125
11654,fir,-0.125
11655,hardscrabble,-0.375
11656,Speculators,-0.5
11657,deliverance,0.125
11658,feckless,-0.25
11659,underestimates,-0.5
11660,renal_failure,-0.625
11661,Carnage,-0.25
11662,embellishment,0.5
11663,undernourished,-0.625
11664,resentments,-0.5
11665,exclamation,-0.125
11666,frankness,0.375
11667,unconstitutionally,0.25
11668,Privilege,0.5
11669,Emotionally,0.125
11670,inquests,-0.125
11671,blips,-0.375
11672,bemoans,-0.625
11673,cajole,0.25
11674,Belief,0.125
11675,Sweeps,0.375
11676,sequined,-0.375
11677,ornery,-0.75
11678,MapQuest,-0.125
11679,outdid,-0.125
11680,histrionics,0.125
11681,epitomize,0.25
11682,regretful,-0.625
11683,Freer,0.375
11684,serendipity,0.625
11685,preachy,0.375
11686,panics,-0.5
11687,Illustrated,0.375
11688,triumphing,0.5
11689,Misery,-0.125
11690,expressways,0.375
11691,welter,-0.125
11692,underachieved,-0.125
11693,deplores,0.125
11694,coercing,0.25
11695,boob,0.375
11696,berate,-0.75
11697,LOWER,-0.125
11698,demystify,0.125
11699,Diagnosed,0.5
11700,profusion,0.375
11701,incubation_period,-0.125
11702,scowl,-0.625
11703,Unreal,-0.625
11704,Feelings,0.375
11705,nosy,-0.25
11706,confidants,0.25
11707,livelier,0.5
11708,Define,0.375
11709,profanities,-0.125
11710,twinning,0.125
11711,commonalities,-0.125
11712,placer,0.125
11713,Sound_Off,-0.625
11714,Donated,0.625
11715,laureates,0.5
11716,contravening,-0.125
11717,Entertaining,0.125
11718,Inadequate,-0.5
11719,Props,0.875
11720,Bioethics,0.5
11721,Corinthian,0.125
11722,hiss,-0.125
11723,misreading,-0.5
11724,Grind,-0.5
11725,unspoiled,0.25
11726,spiel,-0.25
11727,pimping,0.125
11728,viral_infections,0.125
11729,belligerence,0.125
11730,unimaginative,-0.625
11731,Rainmaker,0.25
11732,frightens,0.375
11733,confab,-0.375
11734,naivete,-0.125
11735,Longevity,0.125
11736,quicksand,-0.125
11737,lime_juice,0.25
11738,Finishes,-0.125
11739,Coupon,0.125
11740,despot,-0.125
11741,decimal,0.25
11742,flowery,0.125
11743,godly,0.625
11744,RFS,0.5
11745,legalities,-0.125
11746,luckless,-0.625
11747,flubbed,-0.75
11748,quarreling,0.25
11749,Schizophrenia,0.25
11750,twinge,-0.375
11751,Heart_Disease,0.25
11752,Ovation,0.125
11753,ulcerative_colitis,-0.625
11754,anorexic,-0.375
11755,infirmary,0.25
11756,Guardian_Angels,0.25
11757,asinine,0.375
11758,Convinced,0.125
11759,remarry,-0.75
11760,expanses,0.375
11761,umbrage,-0.375
11762,sucker_punch,0.25
11763,Reputation,0.5
11764,nonpublic,-0.75
11765,disquieting,-0.125
11766,Interval,0.5
11767,Sparkle,0.375
11768,fisticuffs,-0.25
11769,Delaying,0.125
11770,untainted,0.625
11771,humdrum,-0.375
11772,dreads,-0.125
11773,Inspiring,0.125
11774,wavy,-0.125
11775,Endorses,0.375
11776,junked,0.125
11777,hoaxes,-0.125
11778,misrule,-0.25
11779,prearranged,0.125
11780,inoculation,0.125
11781,Smothers,-0.125
11782,superficially,0.125
11783,debacles,-0.375
11784,likenesses,-0.125
11785,psychological_warfare,-0.5
11786,hunks,0.25
11787,charmingly,0.375
11788,wincing,-0.375
11789,Displaying,0.125
11790,fructose,-0.125
11791,underdevelopment,-0.125
11792,imitations,0.625
11793,Spicy,-0.125
11794,coleslaw,0.125
11795,Healthier,0.5
11796,Harm,-0.625
11797,Mader,0.125
11798,arrhythmia,-0.125
11799,hedonistic,0.5
11800,CORRECTED,0.25
11801,Heaps,-0.25
11802,obtainable,0.625
11803,avidly,0.25
11804,Enabled,0.375
11805,panhandlers,-0.125
11806,grieves,-0.625
11807,Drunken,0.25
11808,bilaterally,0.25
11809,Strategically,0.25
11810,sorrowful,-0.75
11811,sexiness,0.5
11812,jawing,0.25
11813,capably,0.375
11814,EDUCATION,0.25
11815,shimmer,-0.125
11816,berserk,-0.25
11817,Ruins,-0.5
11818,sheepish,-0.125
11819,untried,-0.375
11820,madam,0.125
11821,outstrips,-0.125
11822,outselling,-0.125
11823,Steals,0.5
11824,glorification,0.25
11825,cajoling,0.25
11826,naturalistic,-0.25
11827,Precise,0.75
11828,highbrow,0.125
11829,Plague,-0.5
11830,despots,-0.125
11831,blissfully,0.25
11832,vapid,-0.375
11833,forgetful,-0.125
11834,AID,-0.25
11835,anachronism,-0.375
11836,unappreciated,-0.5
11837,dilutes,-0.125
11838,indulges,0.125
11839,alleviates,0.25
11840,spare_tire,0.25
11841,Suitable,0.125
11842,Wishing,0.5
11843,roughest,-0.375
11844,duping,0.125
11845,llama,-0.125
11846,gd,0.125
11847,covets,-0.125
11848,malignancies,-0.375
11849,wimp,-0.125
11850,droll,0.75
11851,Endangered,-0.125
11852,eyeliner,0.25
11853,guardian_angel,0.25
11854,Ironmen,0.25
11855,monotone,-0.25
11856,hokey,0.125
11857,addled,-0.375
11858,flinched,-0.375
11859,Whitey,-0.25
11860,Perk,0.125
11861,Espresso,-0.125
11862,airship,0.125
11863,Loons,-0.125
11864,booties,-0.125
11865,lube,0.5
11866,staccato,0.125
11867,Enthusiasm,-0.25
11868,woos,0.125
11869,Villains,-0.375
11870,miscalculations,-0.125
11871,acolytes,-0.375
11872,ungodly,-0.75
11873,PHD,0.25
11874,tipsy,-0.375
11875,Algae,-0.25
11876,Freaks,-0.125
11877,Bowery,-0.25
11878,glassy,0.25
11879,Underperform,-0.125
11880,intransigent,-0.75
11881,Vishnu,-0.375
11882,Corvettes,0.25
11883,MAKE,0.5
11884,pelt,-0.125
11885,Jealous,0.125
11886,musty,-0.375
11887,Grieving,-0.5
11888,hex,-0.5
11889,Clueless,-0.375
11890,loony,-0.375
11891,spellbinding,0.25
11892,pensive,0.25
11893,disown,-0.125
11894,archetype,0.625
11895,gents,-0.375
11896,slighted,-0.375
11897,enthuses,-0.125
11898,marksmen,0.125
11899,Snowy,0.375
11900,daydream,-0.25
11901,kinky,0.625
11902,disloyalty,0.25
11903,depressions,-0.375
11904,truest,0.125
11905,cladding,-0.25
11906,Catastrophe,-0.5
11907,tinnitus,0.25
11908,pestered,-0.125
11909,Classy,0.375
11910,Newborn,-0.125
11911,munched,-0.375
11912,Lax,-0.375
11913,Staring,0.125
11914,cleverness,-0.125
11915,unshaven,-0.125
11916,lunatics,-0.125
11917,unsanctioned,-0.125
11918,typhoid,-0.5
11919,Foolish,0.625
11920,Marini,0.125
11921,Eventful,-0.375
11922,resents,-0.375
11923,infantile,-0.375
11924,densely,0.25
11925,Disappointment,-0.75
11926,Oils,-0.125
11927,unperturbed,0.625
11928,entrusting,0.375
11929,stylishly,0.125
11930,goaded,-0.125
11931,unknown_quantity,0.25
11932,statesmanship,0.125
11933,refines,0.125
11934,poisonings,-0.125
11935,Cracking,-0.125
11936,dispelling,0.125
11937,Brutal,-0.625
11938,pizzazz,0.375
11939,Blames,-0.5
11940,embarrassments,0.125
11941,Immunity,-0.125
11942,comprehensible,0.625
11943,hyperbolic,0.75
11944,goosebumps,-0.125
11945,Meningitis,-0.625
11946,cavorting,0.125
11947,dehumanizing,0.125
11948,flippant,-0.33399999999999996
11949,grunting,-0.125
11950,baddies,-0.25
11951,plaintive,-0.75
11952,invertebrates,-0.25
11953,whores,-0.25
11954,executable,0.375
11955,Nay,-0.25
11956,buffer_zones,0.125
11957,Tug,-0.125
11958,sneering,-0.125
11959,Wider,0.125
11960,sulk,-0.125
11961,saintly,0.625
11962,squelched,-0.125
11963,TALK,-0.125
11964,guerillas,-0.5
11965,demagoguery,0.375
11966,merrier,0.625
11967,Wildflower,-0.125
11968,Contests,0.25
11969,hillbilly,-0.125
11970,Underdog,-0.75
11971,defacing,-0.875
11972,HIGHLIGHTS,0.125
11973,Offset,0.125
11974,dog_bites,-0.125
11975,toxicologist,0.25
11976,scribble,-0.875
11977,Emotion,0.625
11978,Goodness,0.625
11979,vacuous,0.375
11980,laissez_faire,-0.125
11981,doped,0.125
11982,satirist,-0.125
11983,arrogantly,0.125
11984,acquittals,0.625
11985,Hasty,0.25
11986,Mash,-0.125
11987,gaseous,-0.25
11988,Rants,0.25
11989,Infected,0.125
11990,boggles,0.125
11991,quivering,0.125
11992,Rainy,-0.25
11993,Comfortable,-0.75
11994,rebukes,-0.125
11995,Ranging,0.125
11996,BLT,-0.75
11997,Illusion,-0.5
11998,Inspirational,0.625
11999,Jokes,0.375
12000,catcalls,-0.625
12001,daydreaming,-0.25
12002,Suspends,-0.375
12003,crystallize,0.5
12004,dramatization,0.125
12005,Emphasizing,0.125
12006,Vacuum,-0.375
12007,Lifeguards,-0.125
12008,Lust,0.625
12009,overtaxed,-0.375
12010,Valiant,0.625
12011,insinuation,-0.5
12012,amok,-0.25
12013,Shred,0.125
12014,peculiarities,0.125
12015,unwisely,-0.625
12016,spurn,-0.25
12017,humorously,0.25
12018,PURE,0.25
12019,Recognising,0.25
12020,stooge,-0.125
12021,towered,0.125
12022,squeals,0.5
12023,Canonical,-0.25
12024,Realize,0.375
12025,desirous,0.375
12026,appeased,0.875
12027,Dangers,-0.5
12028,stews,0.125
12029,interlinked,0.125
12030,Collard,0.125
12031,Slipper,-0.375
12032,yin,-0.125
12033,Ordering,0.125
12034,indignities,0.75
12035,insufferable,0.375
12036,reinstates,0.25
12037,pitfall,-0.25
12038,Brambles,-0.375
12039,WARNING,-0.125
12040,Corky,-0.625
12041,Prestigious,0.75
12042,WANT,-0.25
12043,creases,0.125
12044,Fluke,0.125
12045,steadfastness,-0.625
12046,poignantly,0.375
12047,Capitalizing,0.25
12048,Robbed,-0.5
12049,hotdogs,-0.25
12050,Disorder,-0.375
12051,deride,-0.25
12052,renunciation,-0.375
12053,inscrutable,0.125
12054,hydrogen_sulfide,-0.75
12055,coriander,0.125
12056,marshalled,0.5
12057,Gents,-0.375
12058,misbehave,-0.5
12059,terrors,-0.5
12060,overabundance,0.125
12061,obfuscation,-0.375
12062,cringing,-0.375
12063,duplicitous,-0.5
12064,eyesores,-0.5
12065,squishy,0.125
12066,figment,0.25
12067,Comprised,0.125
12068,extant,-0.625
12069,Googled,-0.125
12070,disapproves,-0.875
12071,beatified,0.25
12072,navigable,0.125
12073,Settling,-0.25
12074,doctorates,0.125
12075,unvarnished,-0.75
12076,pugnacious,-0.375
12077,dyke,-0.375
12078,Strayer,-0.25
12079,newfangled,0.25
12080,constants,-0.25
12081,persevering,-0.25
12082,Enigma,0.25
12083,inclusions,0.125
12084,hesitates,-0.125
12085,luxe,0.625
12086,Hot_Dog,-0.25
12087,dress_codes,0.375
12088,diabetes_mellitus,-0.625
12089,wrought_iron,-0.5
12090,Stacks,-0.25
12091,Polite,0.5
12092,zillion,-0.125
12093,Pillars,0.125
12094,Caprice,-0.25
12095,Wild_Horse,-0.125
12096,peacocks,0.25
12097,Operating_Expenses,-0.375
12098,inconspicuous,-0.375
12099,gnarly,-0.25
12100,intricately,0.625
12101,paragon,0.125
12102,lumbered,-0.875
12103,Sunbeam,-0.25
12104,perused,0.125
12105,Lair,-0.125
12106,resoundingly,0.25
12107,Roaming,-0.25
12108,Averaging,-0.625
12109,geyser,-0.125
12110,Unidentified,-0.125
12111,snobbery,-0.375
12112,bitching,-0.5
12113,craps,0.25
12114,hotbeds,-0.375
12115,phobias,0.25
12116,implicates,0.125
12117,Nectar,0.125
12118,TRUE,0.5
12119,keener,0.125
12120,chicanery,-0.25
12121,Pip,0.25
12122,stooges,-0.125
12123,Shit,-0.25
12124,craggy,-0.125
12125,escapade,0.25
12126,Havoc,-0.5
12127,disobeyed,-0.375
12128,hailstorm,-0.125
12129,GES,0.125
12130,directionless,0.375
12131,staggeringly,-0.25
12132,religiosity,-0.25
12133,Upscale,0.5
12134,wads,-0.25
12135,Lowers,-0.125
12136,RISE,0.25
12137,Honeymoon,0.625
12138,cultivates,0.375
12139,COTS,-0.125
12140,dreamlike,0.125
12141,capstone,0.375
12142,chastise,-0.75
12143,Helmets,-0.125
12144,dank,-0.25
12145,Heart_Attack,-0.25
12146,kitchen_cabinets,-0.125
12147,Partizan,0.125
12148,ski_mask,-0.125
12149,brainpower,0.25
12150,Carmine,-0.125
12151,Oath,-0.375
12152,serpent,-0.375
12153,yellow_fever,-0.125
